,Year_of_Release,Platform,Name,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,BINARY_Hits,Console_Manufacturer
44,2013.0,X360,75,88.58000000000003,53.35999999999998,27.030000000000012,0.4300000000000001,7.7599999999999945,71.83636363636364,20.0,Microsoft
45,2014.0,PS3,108,47.70000000000003,16.390000000000008,18.240000000000016,6.249999999999995,6.87999999999999,66.65714285714286,11.0,Sony
46,2014.0,Wii,6,3.75,1.5899999999999999,1.86,0.0,0.3,,1.0,Nintendo
47,2014.0,X360,63,34.78000000000001,20.250000000000007,11.28,0.08,3.1299999999999963,63.73076923076923,11.0,Microsoft
48,2015.0,PS3,73,16.900000000000002,4.989999999999998,6.039999999999997,3.669999999999997,2.1199999999999988,63.0,2.0,Sony
49,2015.0,Wii,4,1.14,0.43,0.6200000000000001,0.0,0.09,,0.0,Nintendo
50,2015.0,X360,35,11.949999999999998,7.3599999999999985,3.4999999999999982,0.0,1.1000000000000003,,2.0,Microsoft
51,2016.0,PS3,38,6.209999999999998,0.6700000000000002,1.2600000000000005,1.3000000000000003,0.3700000000000001,,1.0,Sony
52,2016.0,Wii,1,1.0,0.06,0.11,0.0,0.01,,1.0,Nintendo
53,2016.0,X360,13,3.6399999999999997,0.6900000000000002,0.7100000000000002,0.0,0.11999999999999998,,0.0,Microsoft
54,2017.0,PS3,8,1.06,0.21000000000000002,0.47000000000000003,0.28,0.12,70.0,0.0,Sony
55,2017.0,Wii,1,0.08,0.0,0.0,0.08,0.0,75.0,0.0,Nintendo
56,2017.0,X360,8,0.64,0.22999999999999998,0.32000000000000006,0.02,0.05,70.0,0.0,Microsoft
57,2018.0,PS3,1,0.04,0.0,0.03,0.0,0.01,,0.0,Sony
58,2018.0,Wii,2,0.04,0.0,0.03,0.0,0.0,,0.0,Nintendo
59,2018.0,X360,1,0.06,0.0,0.06,0.0,0.0,,0.0,Microsoft
60,2000.0,PS2,82,39.11000000000001,16.080000000000005,10.639999999999997,8.870000000000005,3.579999999999996,69.82142857142857,9.0,Sony
61,2000.0,XB,1,0.99,0.74,0.21,0.0,0.04,79.0,0.0,Microsoft
62,2001.0,GC,22,26.299999999999997,16.91,4.799999999999999,3.8499999999999996,0.7800000000000002,76.77272727272727,7.0,Nintendo
63,2001.0,PS2,185,166.43000000000006,79.48999999999995,52.37000000000004,17.79,16.780000000000015,70.34666666666666,42.0,Sony
64,2001.0,XB,33,22.23999999999999,16.61,4.649999999999998,0.37,0.6300000000000002,72.3125,6.0,Microsoft
65,2002.0,GC,152,51.93,34.71000000000001,10.489999999999965,5.280000000000001,1.3300000000000005,69.10077519379846,10.0,Nintendo
66,2002.0,PS2,280,205.40000000000006,96.53999999999998,65.2700000000001,21.85000000000001,21.720000000000052,68.93364928909952,57.0,Sony
67,2002.0,XB,158,48.15000000000006,34.049999999999976,11.779999999999966,0.49000000000000005,1.690000000000001,69.68115942028986,8.0,Microsoft
68,2003.0,GC,144,50.660000000000004,32.639999999999986,10.229999999999976,6.429999999999999,1.3100000000000005,69.14159292035399,13.0,Nintendo
69,2003.0,PS2,256,184.28999999999996,83.54,61.20000000000004,18.879999999999992,20.690000000000033,70.38947368421053,50.0,Sony
70,2003.0,XB,189,55.16000000000003,39.34000000000003,13.489999999999965,0.30000000000000004,1.9100000000000013,69.88198757763975,14.0,Microsoft
71,2004.0,GC,83,28.889999999999983,19.71000000000002,5.329999999999993,2.9999999999999996,0.7800000000000005,71.41791044776119,8.0,Nintendo
72,2004.0,PS2,259,211.77999999999992,96.77999999999993,56.01000000000003,19.17,39.850000000000016,68.65094339622641,61.0,Sony
73,2004.0,XB,177,65.50000000000001,48.47000000000003,14.619999999999958,0.2,2.1299999999999986,70.50322580645161,14.0,Microsoft
74,2005.0,GC,97,27.799999999999976,19.249999999999993,5.129999999999991,2.57,0.6700000000000004,69.15277777777777,7.0,Nintendo
75,2005.0,PS2,260,160.65000000000012,85.60000000000004,40.859999999999985,15.05,19.150000000000077,69.13917525773196,42.0,Sony
76,2005.0,XB,179,49.17000000000011,34.84,12.489999999999972,0.02,1.7300000000000009,69.7080745341615,10.0,Microsoft
77,2006.0,GC,40,11.29,8.51,2.28,0.21,0.26000000000000006,65.58064516129032,1.0,Nintendo
78,2006.0,PS2,259,103.41999999999999,49.93,21.61000000000003,17.64000000000001,14.239999999999984,66.54615384615384,29.0,Sony
79,2006.0,XB,62,10.149999999999991,7.469999999999996,2.2499999999999973,0.0,0.3200000000000001,67.74545454545455,1.0,Microsoft
80,2007.0,GC,4,0.27,0.21,0.060000000000000005,0.0,0.0,67.66666666666667,0.0,Nintendo
81,2007.0,PS2,214,76.0,32.050000000000004,10.42999999999999,9.819999999999974,23.690000000000026,65.84931506849315,13.0,Sony
82,2007.0,XB,3,0.5499999999999999,0.41,0.12000000000000001,0.0,0.02,73.66666666666667,0.0,Microsoft
83,2008.0,PS2,191,53.830000000000034,21.23,7.629999999999993,5.729999999999991,19.310000000000034,64.0,12.0,Sony
84,2008.0,XB,1,0.18,0.13,0.04,0.0,0.01,,0.0,Microsoft
85,2009.0,PS2,96,26.45,9.360000000000003,4.939999999999997,1.9400000000000008,10.159999999999993,65.14285714285714,5.0,Sony
86,2010.0,PS2,38,5.629999999999995,2.1899999999999995,1.5400000000000005,0.7100000000000002,1.2000000000000002,77.0,0.0,Sony
87,2011.0,PS2,7,0.47,0.13,0.13,0.09,0.09999999999999999,,0.0,Sony
