Name,Platform,Year_of_Release,Genre,Publisher,TOTAL_SALES_2019,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Developer,Rating
The Settlers: Heritage of Kings,PC,2005,Strategy,Ubisoft,0,,0,,0,,,Blue Byte,
X3: Reunion,PC,2005,Strategy,Enlight,0,,0,,0,,,Egosoft,T
Agatha Christie: And Then There Were None,PC,2005,Adventure,The Adventure Company,0,,0,,0,,,AWE Games,T
Act of War: Direct Action,PC,2005,Strategy,Atari,0,,0,,0,8.2,,Eugen Systems,T
Worms 4: Mayhem,PC,2005,Strategy,Majesco,0,,0,,0,,,Team17 Software,E
Juiced,PC,2005,Racing,THQ,0,,0,,0,,,Juice Games,T
Vietcong 2,PC,2005,Shooter,2K Games,0,,0,,0,,,Pterodon,M
Brothers In Arms: Road to Hill 30,PC,2005,Shooter,Ubisoft,0,,0,,0,,,Gearbox Software,M
Bratz: Rock Angelz,PC,2005,Misc,THQ,0,,0,,0,,,Blitz Games,E
SRS: Street Racing Syndicate,GBA,2005,Racing,Namco,0,0,0,,0,,,Raylight Studios,T
Nexus: The Jupiter Incident,PC,2005,Strategy,HD Interactive,0,,0,,0,,,Mithis Entertainment,T
Still Life,PC,2005,Adventure,The Adventure Company,0,,0,,0,6.4,,Microids,M
Counter-Strike 1: Anthology,PC,2005,Shooter,Electronic Arts,0,,0,,0,,,Valve Software,M
Taito Legends,PC,2005,Misc,Taito,0,,0,,0,,,Empire Oxford,T
18 Wheels of Steel: Convoy,PC,2005,Racing,ValuSoft,0,,0,,0,,,SCS Software,E
"Animaniacs: Lights, Camera, Action!",DS,2005,Platform,Ignition Entertainment,0,,0,,0,,,Warthog,E
Barbie and the Magic of Pegasus,PC,2005,Action,VU Games,0,,0,,0,,,VU Games,
"Medieval Lords: Build, Defend, Expand",PC,2005,Strategy,O3 Entertainment,0,,0,,0,,,Monte Cristo Multimedia,T
City of Villains,PC,2005,Role-Playing,NCSoft,0,,0,,0,,,Cryptic Studios,T
Obscure,PC,2005,Adventure,DreamCatcher Interactive,0,,0,,0,,,Hydravision Entertainment,M
Cold Fear,PC,2005,Action,Ubisoft,0,,0,,0,,,Darkworks,M
Painkiller: Gold Edition,PC,2005,Shooter,DreamCatcher Interactive,0,,0,,0,,,People Can Fly,M
rFactor,PC,2005,Racing,Image Space Incorporated,0,,0,,0,,,Image Space Inc.,
The Punisher,PC,2005,Shooter,THQ,0,,0,,0,,,Volition Inc.,M
Dora the Explorer: Dance to the Rescue,PC,2005,Action,Atari,0,,0,,0,,,Atari,EC
Conflict: Global Terror,PC,2005,Shooter,2K Games,0,,0,,0,,,Pivotal Games,M
Cossacks II: Napoleonic Wars,PC,2005,Strategy,CDV Software Entertainment,0,,0,,0,,,GSC Game World,T
Zoo Tycoon 2: Endangered Species,PC,2005,Strategy,Microsoft Game Studios,0,,0,,0,6.2,,Blue Fang Games,E10
Mall Tycoon 3,PC,2005,Strategy,Global Star Software,0,,0,,0,6.8,,Cat Daddy Games,E
Pippa Funnell: The Stud Farm Inheritance,PC,2005,Simulation,Ubisoft,0,,0,,0,,,Lexis Numerique,
FIFA Soccer 06,PC,2005,Sports,EA Sports,0,,0,,0,,,EA Canada,E
Project: Snowblind,PC,2005,Shooter,Eidos Interactive,0,,0,,0,,,Crystal Dynamics,T
Bet on Soldier: Blood Sport,PC,2005,Shooter,Digital Jesters,0,,0,,0,,,Kylotonn Entertainment,M
Pac-Man World 3,PC,2005,Platform,Namco,0,,0,,0,,,Blitz Games,E
Psychonauts,PC,2005,Platform,Majesco,0,,0,,0,8.8,,Double Fine Productions,T
Texas Hold 'Em Poker Pack,DS,2005,Misc,Summitsoft Entertainment,0,,0,,0,,,Webfoot Technologies,T
Shattered Union,PC,2005,Strategy,2K Games,0,,0,,0,,,PopTop Software,T
FlatOut,PC,2005,Racing,Empire Interactive,0,0,0,,,,,Bugbear Entertainment,T
Star Wolves,PC,2005,Role-Playing,1C Company,0,,0,,,,,X-Bow Software,
World Championship Poker 2: Featuring Howard Lederer,PC,2005,Misc,Crave Entertainment,0,,0,,0,,,Point of View,T
Madagascar,PC,2005,Platform,Activision,0,,0,,,6.7,,Beenox,E10
The Matrix: Path of Neo,PC,2005,Action,Atari,0,,0,,,6.6,,Shiny Entertainment,T
Second Sight,PC,2005,Adventure,Codemasters,0,,0,,,7,,Free Radical Design,T
Earth 2160,PC,2005,Strategy,Midway Games,0,,0,,,,,Reality Pump,T
"SpongeBob SquarePants: Lights, Camera, Pants!",PC,2005,Misc,THQ,0,,0,,0,,,"AWE Productions, Inc.",E
Star Wars Galaxies: The Total Experience,PC,2005,Role-Playing,LucasArts,0,,0,,,,,Sony Online Entertainment,T
A Sound of Thunder,GBA,2005,Action,BAM! Entertainment,0,0,0,,,6.8,,Rockstar Leeds,T
Majesco's Rec Room Challenge,GBA,2005,Misc,Majesco,0,0,0,,,,,Skyworks Technologies,E
Pariah,PC,2005,Shooter,Groove Games,0,,0,,,,,Digital Extremes,M
Freedom Force vs The 3rd Reich,PC,2005,Role-Playing,Sierra Entertainment,0,,0,,,,,Irrational Games,T
Total Overdose: A Gunslinger's Tale in Mexico,PC,2005,Shooter,Eidos Interactive,0,,0,,,,,Deadline Games,M
Looney Tunes Double Pack: Dizzy Driving / Acme Antics,GBA,2005,Misc,Majesco,0,0,,,,,,Warner Bros. Interactive Entertainment,E
Garry's Mod,PC,2004,Misc,Unknown,18.58,,,,,,,Team Garry,
Grand Theft Auto: San Andreas,PS2,2004,Action,Rockstar Games,17.3,,,,,9.5,,Rockstar North,M
Counter-Strike: Source,PC,2004,Shooter,VU Games,15,,,,,9.3,,Valve Software,M
Pokemon FireRed / LeafGreen Version,GBA,2004,Role-Playing,Nintendo,12,,,,,8.3,,Game Freak,E
Super Mario 64 DS,DS,2004,Platform,Nintendo,11.06,,,,,8.6,,Nintendo EAD,E
RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,10,,,,,8.3,,Frontier Developments,E
Half-Life 2,PC,2004,Shooter,VU Games,8.88,,,,,9.7,,Valve Software,M
Halo 2,XB,2004,Shooter,Microsoft Game Studios,8,,,,,9.6,,Bungie Studios,M
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,6.9,2.71,3.02,0.08,1.09,8.3,,EA Black Box,E
Madden NFL 2005,PS2,2004,Sports,EA Sports,4.53,4.18,0.26,0.01,0.08,9.5,,EA Tiburon,E
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami,4.23,1.46,0,0.83,1.93,9,,KCEJ / Kojima Productions,M
FIFA Soccer 2005,PS2,2004,Sports,EA Sports,3.7,0.58,2.48,0.04,0.59,8.4,,EA Canada,E
Star Wars Battlefront,PS2,2004,Shooter,LucasArts,3.61,1.93,1.22,0.03,0.44,8.1,,Pandemic Studios,T
Spider-Man 2,PS2,2004,Action,Activision,3.41,1.75,1.2,0.02,0.43,7.9,,Treyarch,T
Sonic Heroes,PS2,2004,Platform,Sega,3.16,,,,,6.6,,Sonic Team,E
Fable,XB,2004,Role-Playing,Microsoft Game Studios,3,,,,,8.6,,Big Blue Box,M
World Soccer Winning Eleven 7 International,PS2,2004,Sports,Konami,2.9,0.08,1.24,1.13,0.45,9.2,,Konami Computer Entertainment Tokyo,E
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,2.89,1.51,1.12,0.01,0.24,,,Spark Unlimited,T
WWE SmackDown! vs. Raw,PS2,2004,Fighting,THQ,2.83,1.32,1.08,0.04,0.39,,,Yuke's,T
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,2.68,1.23,1.11,,0.34,9.3,,Criterion Games,T
ESPN NFL 2K5,PS2,2004,Sports,Sega,2.62,2.15,0.12,,0.36,,,Visual Concepts,E
NBA Live 2005,PS2,2004,Sports,EA Sports,2.59,2.03,0.21,,0.35,,,EA Canada,E
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,2.57,1.31,0.74,0.31,0.22,9.1,,Insomniac Games,T
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,2.5,,,,,,,Dimps Corporation,
Far Cry,PC,2004,Shooter,Ubisoft,2.5,,,,,8.6,,Crytek,M
Pokemon Colosseum,GC,2004,Role-Playing,Nintendo,2.41,,,,,7,,Genius Sonority Inc.,E
The Incredibles,PS2,2004,Action,THQ,2.37,0.96,1.08,0.04,0.3,5.9,,Heavy Iron Studios,T
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,2.37,1.25,0.86,0.01,0.26,,,Neversoft Entertainment,T
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,2.31,0.85,1.06,0.09,0.32,,,EA Redwood Shores,T
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,2.28,1.38,0.8,,0.1,,,EA Black Box,E
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,2.27,,,,,8.3,,Nintendo EAD,E
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami,2.13,1.04,0.81,,0.27,,,Konami Computer Entertainment Tokyo,E
The Incredibles,GBA,2004,Action,THQ,2.06,1.15,0.77,0.04,0.1,5.4,,Helixe,E
X-Men Legends,PS2,2004,Role-Playing,Activision,1.93,1,0.72,,0.21,8.6,,Raven Software,T
MX Unleashed,PS2,2004,Racing,THQ,1.92,0.94,0.73,,0.25,,,Rainbow Studios,E
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.91,,,,,9,,Intelligent Systems,E
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,1.88,0.92,0.72,,0.24,7.4,,Midway Games,M
Shrek 2,PS2,2004,Platform,Activision,1.86,1.12,0.69,0.03,0.02,6.9,,"Luxoflux, Inc.",E
SingStar,PS2,2004,Misc,Sony Computer Entertainment,1.86,,1.37,,0.49,8,,SCEE London Studio,
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.85,1.33,0.49,,0.03,,,Naughty Dog,T
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.83,,,,,,,Sonic Team,E
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,1.81,0.88,0.69,,0.23,,,Sucker Punch,E
Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix,1.8,,,,,,,Matrix Software,
Samurai Warriors,PS2,2004,Action,KOEI,1.79,,,,,,,Omega Force,T
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.76,1.06,0.54,,0.16,6.6,,Heavy Iron Studios,E
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,1.76,0.86,0.67,,0.22,,,AKI Corporation / EA Canada,M
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,1.76,0.52,0.95,,0.29,,,Maxis,T
Star Wars Battlefront,XB,2004,Shooter,LucasArts,1.75,1.24,0.45,,0.07,,,Pandemic Studios,T
2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.75,1.25,0.46,,0.03,,,Various,
Hot Shots Golf Fore!,PS2,2004,Sports,Sony Computer Entertainment,1.72,0.27,0.11,1.34,,,,Clap Hanz,E
Madden NFL 2005,XB,2004,Sports,EA Sports,1.72,1.61,0.03,,0.08,,,EA Tiburon,E
Ace Combat 5: The Unsung War,PS2,2004,Simulation,Namco,1.71,0.88,0.34,0.32,0.18,,,Namco,
NBA Ballers,PS2,2004,Sports,Midway Games,1.66,0.81,0.63,,0.21,,,Midway,E
Prince of Persia: Warrior Within,PS2,2004,Adventure,Ubisoft,1.64,0.54,0.88,,0.22,,,Ubisoft Montreal,M
ESPN NFL 2K5,XB,2004,Sports,Sega,1.63,1.54,0.02,,0.07,,,Visual Concepts,E
Mario Party 6,GC,2004,Misc,Nintendo,1.63,,,,,7.2,,Hudson Soft,E
NCAA Football 2005,PS2,2004,Sports,EA Sports,1.62,1.32,0.09,,0.22,,,EA Tiburon,E
NFL Street 2,PS2,2004,Sports,EA Sports BIG,1.61,0.79,0.62,,0.21,,,EA Tiburon,E
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.6,,,,,7.4,,Jupiter Corporation,E
ESPN NBA 2K5,PS2,2004,Sports,Sega,1.59,1.26,0.12,,0.21,,,Visual Concepts,E
Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,1.52,,,,,,,Capcom,M
Fight Night 2004,PS2,2004,Fighting,EA Sports,1.48,1.08,0.2,,0.2,,,EA Canada,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,1.48,0.82,0.59,,0.07,9.2,9,Ubisoft Shanghai,T
Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,1.47,,,,,7.9,,Flagship,E
The SpongeBob SquarePants Movie,GBA,2004,Action,THQ,1.46,1.02,0.38,,0.06,,,WayForward,E
Grim Dawn,PC,2004,Role-Playing,Unknown,1.46,,,,,,,Crate Entertainment,
Red Dead Revolver,PS2,2004,Shooter,Rockstar Games,1.45,0.71,0.55,,0.19,,,Rockstar San Diego,M
Resident Evil Outbreak,PS2,2004,Action,Capcom,1.45,,,,,7.1,,Capcom Production Studio 1,M
Tiger Woods PGA Tour 2005,PS2,2004,Sports,EA Sports,1.44,1.03,0.32,,0.09,,,EA Redwood Shores,E
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,1.43,,,1.39,0.03,,,Nintendo,
NFL Street,PS2,2004,Sports,EA Sports BIG,1.42,1.15,0.08,,0.19,,,EA Tiburon,E
Sonic Heroes,GC,2004,Platform,Sega,1.42,,,,,7.2,,Sonic Team,E
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,EA Sports,1.41,0.69,0.54,,0.18,,,EA Tiburon,E
Sonic Advance 3,GBA,2004,Platform,THQ,1.4,0.74,0.52,0.08,0.06,,,Dimps Corporation / Sonic Team,E
Gran Turismo 4 Prologue,PS2,2004,Racing,Sony Computer Entertainment,1.4,,,,,,,Polyphony Digital,
Star Ocean: Till The End of Time,PS2,2004,Role-Playing,Square Enix,1.4,,,,,7.8,,tri-Ace,T
Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,1.37,,,,,,,Nintendo Software Technology Corporation,E
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,LucasArts,1.37,0.99,0.33,,0.05,,9.3,Obsidian Entertainment,T
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,1.36,0.86,0.45,,0.06,,,Red Storm Entertainment,T
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2004,Role-Playing,Capcom,1.35,,,,,,,Capcom,E
SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,1.35,,1.04,,0.31,,,SCEE London Studio,
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.34,1.1,0.06,,0.18,,,EA Sports,E
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,1.33,1.27,0.05,,0.02,,,Insomniac Games,T
Corvette,PS2,2004,Racing,Global Star Software,1.33,0.65,0.51,,0.17,,,Steel Monkeys,E
Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,1.31,0.84,0.43,,0.04,9.3,,Criterion Games,T
Who's Your Daddy,PC,2004,Action,Unknown,1.31,,,,,,,Evil Tortilla Games,
Final Fantasy: Crystal Chronicles,GC,2004,Role-Playing,Nintendo,1.3,,,,,7.7,7.5,Square Enix,T
Transformers,PS2,2004,Shooter,Atari,1.29,0.63,0.49,,0.16,7.8,,Melbourne House,T
Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,1.28,0.63,0.49,,0.16,8.5,,Snowblind Studios,T
Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,1.27,0.62,0.48,,0.16,,,Sony Computer Entertainment America,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,1.25,0.52,0.56,,0.17,,,Ubisoft Shanghai,T
Driv3r,PS2,2004,Racing,Atari,1.23,0.6,0.47,,0.16,,,Reflections Interactive,M
Donkey Kong Country 2,GBA,2004,Platform,Nintendo,1.23,0.79,0.27,0.12,0.04,7.6,,Rare Ltd.,E
Call of Duty: Finest Hour,XB,2004,Shooter,Activision,1.21,0.78,0.4,,0.04,,,Spark Unlimited,T
ATV Offroad Fury 3,PS2,2004,Racing,Sony Computer Entertainment,1.2,1,0.04,,0.16,7.5,,Climax Group,E
Ninja Gaiden,XB,2004,Action,Tecmo,1.2,,,,,9.4,,Team Ninja,M
Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,1.19,0.64,0.24,0.29,0.02,7.1,,Square Enix,E
Donkey Konga,GC,2004,Misc,Nintendo,1.18,,,,,7.3,,Namco,E
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,1.16,0.57,0.44,,0.15,,,Red Storm Entertainment,T
Mario Power Tennis,GC,2004,Sports,Nintendo,1.16,,,,,8.1,,Camelot Software Planning,E
World of Warcraft,PC,2004,MMO,Blizzard Entertainment,1.16,,,,,9.2,8,Blizzard Entertainment,T
Bad Boys: Miami Takedown,PS2,2004,Shooter,Crave Entertainment,1.15,0.56,0.44,,0.15,,,Blitz Games,M
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,1.14,0.7,0.39,0.01,0.03,,,EA Black Box,E
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,1.13,0.99,0.12,,0.02,,,Ubisoft Montreal,M
Pikmin 2,GC,2004,Strategy,Nintendo,1.12,,,,,9.1,,Nintendo EAD,E
Spider-Man 2,XB,2004,Action,Activision,1.12,0.82,0.26,,0.04,7.7,,Treyarch,T
Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,1.1,,,,,9.2,,Retro Studios,T
Tales of Symphonia,GC,2004,Role-Playing,Namco,1.1,0.54,0.21,0.31,0.04,8.5,,Namco Tales Studio,T
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,1.08,0.64,0.34,,0.1,,,Red Storm Entertainment,T
Spider-Man 2,GBA,2004,Platform,Activision,1.06,0.76,0.28,,0.02,7,,Digital Eclipse,E
Shrek 2,GC,2004,Platform,Activision,1.02,0.73,0.26,0.01,0.03,6.9,,"Luxoflux, Inc.",E
Harry Potter and the Prisoner of Azkaban,PS2,2004,Adventure,Electronic Arts,1.02,0.5,0.39,,0.13,,,Electronic Arts,E
Doom 3,PC,2004,Shooter,Activision,1,,,,,7,,id Software,M
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,1,,,,,,,Sammy Studios,
FIFA Soccer 2005,XB,2004,Sports,EA Sports,0.97,0.33,0.6,,0.04,,,EA Canada,E
ESPN NBA 2K5,XB,2004,Sports,Sega,0.95,0.88,0.04,,0.04,,,Visual Concepts,E
World Championship Poker,PS2,2004,Misc,Crave Entertainment,0.95,0.8,0.03,,0.13,,,Coresoft,E
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.94,0.79,0.03,,0.13,6.8,,Guerrilla Games,M
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.94,0.73,0.19,,0.03,6.6,,Heavy Iron Studios,E
Hot Shots Golf Fore!,PS2,2004,Sports,Sony Computer Entertainment,0.94,0.46,0.36,,0.12,,,Clap Hanz,
Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.91,0.61,0.26,,0.04,,,Sonic Team,E
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.9,0.44,0.35,,0.12,,,989 Sports,E
Sonic Heroes,XB,2004,Platform,Sega,0.9,0.41,0.43,0.01,0.05,,,Sonic Team,E
X-Men Legends,XB,2004,Role-Playing,Activision,0.9,0.62,0.24,,0.04,8.2,,Raven Software,T
NBA Live 2005,XB,2004,Sports,EA Sports,0.9,0.81,0.05,,0.04,,,EA Canada,E
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.89,0.46,0.17,0.24,0.02,,,Nintendo,
ESPN NHL 2K5,PS2,2004,Sports,Sega,0.88,0.43,0.33,,0.11,,,Kush Games,E
Tiger Woods PGA Tour 2005,XB,2004,Sports,EA Sports,0.85,0.64,0.18,,0.03,,,EA Redwood Shores,E
Spider-Man 2,GC,2004,Action,Activision,0.84,0.65,0.17,,0.02,7.7,,Treyarch,T
The Incredibles,GC,2004,Action,THQ,0.84,0.65,0.17,,0.02,6.2,,Heavy Iron Studios,T
ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.84,0.41,0.32,,0.11,,,Visual Concepts,E
Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.84,0.6,0.22,,0.01,8.9,,Nintendo R&D1,E
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.83,0.6,0.22,,0.01,,,Artificial Mind and Movement,E
The Legend of Zelda: Four Swords Adventures,GC,2004,Adventure,Nintendo,0.81,0.63,0.16,,0.02,8.4,,Nintendo EAD,E
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.81,0.4,0.31,,0.1,,,Ubisoft Montreal / Red Storm Entertainment,M
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.8,0.39,0.31,,0.1,,,IO Interactive,M
Prince of Persia: Warrior Within,XB,2004,Adventure,Ubisoft,0.8,0.48,0.28,,0.04,,,Ubisoft Montreal,M
Harvest Moon: A Wonderful Life,GC,2004,Role-Playing,Natsume,0.79,0.61,0.16,,0.02,8.2,,Marvelous Interactive,E
Driv3r,XB,2004,Racing,Atari,0.76,0.36,0.38,,0.03,,,Reflections Interactive,M
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.76,0.37,0.29,,0.1,,,SCEA Bend Studio,M
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.76,0.61,0.12,,0.03,7.4,,Midway Games,M
That's So Raven,GBA,2004,Adventure,Buena Vista,0.76,0.54,0.2,,0.01,,,Disney Interactive,E
Shark Tale,PS2,2004,Action,Activision,0.75,0.37,0.29,,0.1,,,Edge of Reality,E
Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.75,0.48,0.24,,0.03,,,Neversoft Entertainment,T
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.73,0.4,0.15,0.17,0.01,,,Nintendo,
Full Spectrum Warrior,XB,2004,Strategy,THQ,0.73,0.54,0.16,,0.03,,,Pandemic Studios,M
Katamari Damacy,PS2,2004,Puzzle,Namco,0.73,0.47,0.02,0.17,0.08,8.5,,Namco,E
Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,THQ,0.71,0.51,0.19,,0.01,,,Altron,E
Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.71,0.35,0.27,,0.09,,,Pacific Coast Power & Light,E
"WarioWare, Inc.: Mega Party Game$",GC,2004,Puzzle,Nintendo,0.71,0.2,0.05,0.44,0.02,,,Nintendo R&D1,E
Madden NFL 2005,GC,2004,Sports,EA Sports,0.7,0.54,0.14,,0.02,9.2,,EA Tiburon,E
Mafia,PS2,2004,Action,Gathering of Developers,0.7,0.34,0.27,,0.09,6.5,,Illusion Softworks,M
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.7,0.37,0.14,0.17,0.01,6.6,,Nintendo EAD,E
Mario Pinball Land,GBA,2004,Misc,Nintendo,0.69,0.5,0.18,,0.01,,,Fuse Games Limited,E
Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,0.68,0.34,0.26,,0.09,7.8,,Black Isle Studios,T
Shark Tale,GBA,2004,Action,Activision,0.68,0.49,0.18,,0.01,,,Vicarious Visions,E
NCAA Football 2005,XB,2004,Sports,EA Sports,0.68,0.63,0.02,,0.03,,,EA Tiburon,E
Fight Night 2004,XB,2004,Fighting,EA Sports,0.68,0.51,0.15,,0.02,,,EA Canada,T
Midway Arcade Treasures 2,PS2,2004,Misc,Midway Games,0.68,0.33,0.26,,0.09,,,Backbone Entertainment,M
Fight Night Round 2004,XB,2004,Fighting,EA Sports,0.67,0.46,0.18,,0.03,,,EA Sports,T
NFL Street,XB,2004,Sports,EA Sports BIG,0.66,0.49,0.15,,0.02,,,EA Tiburon,E
Strawberry Shortcake: Summertime Adventure,GBA,2004,Adventure,Majesco,0.66,0.47,0.18,,0.01,,,Gorilla Systems,E
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.66,0.32,0.25,,0.08,,,Capcom,T
Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,0.66,0.47,0.17,,0.01,8.3,,Artificial Mind and Movement,E
Drakengard,PS2,2004,Role-Playing,Square Enix,0.65,0.19,0.15,0.26,0.05,,,Cavia Inc.,M
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.64,0.46,0.17,,0.01,6.7,,Vicarious Visions,E
Spyro: A Hero's Tail,PS2,2004,Platform,VU Games,0.64,0.32,0.25,,0.08,,,Eurocom Entertainment Software,E
Crash: Twinsanity,PS2,2004,Platform,VU Games,0.64,0.32,0.25,,0.08,,,Traveller's Tales,E
GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,0.64,0.54,0.02,,0.09,,,EA Los Angeles,T
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.64,0.43,0.19,,0.02,,,EA Redwood Shores,T
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,Majesco,0.64,0.46,0.17,,0.01,,,Majesco Games,
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,Majesco,0.64,0.46,0.17,,0.01,,,Majesco Games,
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.64,0.31,0.24,,0.08,,,Adrenium Games,E
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.62,0.3,0.24,,0.08,,,Avalanche Software,E
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.62,0.37,0.22,,0.03,,,Griptonite Games,E
Strike Force Bowling,PS2,2004,Sports,Crave Entertainment,0.62,0.3,0.24,,0.08,,,Lab Rats Games,E
Shellshock: Nam 67,PS2,2004,Shooter,Eidos Interactive,0.62,0.3,0.24,,0.08,,,Guerrilla Games,M
Dora the Explorer: Super Spies,GBA,2004,Platform,Gotham Games,0.61,0.44,0.16,,0.01,,,Cinegroupe,E
Texas Hold 'Em Poker,GBA,2004,Misc,Majesco,0.61,0.44,0.16,,0.01,,,Skyworks Technologies,E
Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.61,0.44,0.16,,0.01,5.9,,Webfoot Technologies,E
Monster Trucks,GBA,2004,Racing,Majesco,0.6,0.43,0.16,,0.01,,,Skyworks Technologies,E
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.59,0.29,0.23,,0.08,,,Climax Group,E
MVP Baseball 2004,XB,2004,Sports,EA Sports,0.59,0.44,0.13,,0.02,,,EA Sports,E
Tales of Rebirth,PS2,2004,Role-Playing,Namco,0.59,,,0.59,,,,Namco Tales Studio,
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.59,0.31,0.22,,0.06,5,,Gameloft,E
Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,0.59,0.29,0.22,,0.08,,,Atomic Planet Entertainment,E
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.58,0.49,0.02,,0.08,,,EA Redwood Shores,T
Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,0.58,0.42,0.15,,0.01,,,Vicarious Visions,E
